Assembly constituency name,Age group,Total deletions,Reason for deletion,Male deletions,Female deletions,Gender imbalance in pct
Bihariganj,75+,135,Permanently shifted,62,73,8.15
Bihariganj,18-29,407,Untraceable,188,219,7.62
Bihariganj,30-44,421,Untraceable,205,216,2.61
Bihariganj,45-60,234,Untraceable,122,112,-4.27
Bihariganj,61-75,52,Untraceable,25,27,3.85
Bihariganj,75+,9,Untraceable,8,1,-77.78
Singheshwar (SC),18-29,259,Deceased,135,124,-4.25
Singheshwar (SC),30-44,"1,076",Deceased,484,592,10.04
Singheshwar (SC),45-60,"2,219",Deceased,"1,051","1,168",5.27
Singheshwar (SC),61-75,"2,889",Deceased,"1,376","1,513",4.74
Singheshwar (SC),75+,"1,406",Deceased,711,695,-1.14
Singheshwar (SC),18-29,954,Duplicate enrolment,509,445,-6.71
Singheshwar (SC),30-44,"1,143",Duplicate enrolment,578,565,-1.14
Singheshwar (SC),45-60,322,Duplicate enrolment,160,162,0.62
Singheshwar (SC),61-75,78,Duplicate enrolment,39,39,0
Singheshwar (SC),75+,16,Duplicate enrolment,10,6,-25
Singheshwar (SC),18-29,"3,185",Permanently shifted,"1,025","2,160",35.64
Singheshwar (SC),30-44,"4,173",Permanently shifted,"1,466","2,707",29.74
Singheshwar (SC),45-60,"1,512",Permanently shifted,740,772,2.12
Singheshwar (SC),61-75,355,Permanently shifted,176,179,0.85
Singheshwar (SC),75+,92,Permanently shifted,40,52,13.04
Singheshwar (SC),18-29,460,Untraceable,194,266,15.65
Singheshwar (SC),30-44,442,Untraceable,206,236,6.79
Singheshwar (SC),45-60,155,Untraceable,87,68,-12.26
Singheshwar (SC),61-75,52,Untraceable,23,29,11.54
Singheshwar (SC),75+,14,Untraceable,5,9,28.57
Madhepura,18-29,248,Deceased,116,132,6.45
Madhepura,30-44,"1,043",Deceased,535,508,-2.59
Madhepura,45-60,"2,345",Deceased,"1,173","1,172",-0.04
Madhepura,61-75,"3,304",Deceased,"1,663","1,641",-0.67
Madhepura,75+,"1,681",Deceased,758,923,9.82
Madhepura,18-29,957,Duplicate enrolment,509,448,-6.37
Madhepura,30-44,766,Duplicate enrolment,406,360,-6.01
Madhepura,45-60,271,Duplicate enrolment,127,144,6.27
Madhepura,61-75,79,Duplicate enrolment,36,43,8.86
Madhepura,75+,17,Duplicate enrolment,11,6,-29.41
Madhepura,18-29,"3,165",Permanently shifted,"1,094","2,071",30.87
Madhepura,30-44,"5,416",Permanently shifted,"2,075","3,341",23.38
Madhepura,45-60,"2,512",Permanently shifted,"1,268","1,244",-0.96
Madhepura,61-75,736,Permanently shifted,414,322,-12.5
Madhepura,75+,140,Permanently shifted,64,76,8.57
Madhepura,18-29,156,Untraceable,66,90,15.38
Madhepura,30-44,184,Untraceable,88,96,4.35
Madhepura,45-60,94,Untraceable,58,36,-23.4
Madhepura,61-75,35,Untraceable,15,20,14.29
Madhepura,75+,11,Untraceable,5,6,9.09
Sonbarsha (SC),18-29,373,Deceased,204,169,-9.38
Sonbarsha (SC),30-44,"1,558",Deceased,735,823,5.65
Sonbarsha (SC),45-60,"2,504",Deceased,"1,185","1,319",5.35
Sonbarsha (SC),61-75,"3,457",Deceased,"1,623","1,834",6.1
Sonbarsha (SC),75+,"2,125",Deceased,958,"1,167",9.84
Sonbarsha (SC),18-29,"1,056",Duplicate enrolment,549,507,-3.98
Sonbarsha (SC),30-44,"1,796",Duplicate enrolment,980,816,-9.13
Sonbarsha (SC),45-60,646,Duplicate enrolment,307,339,4.95
Sonbarsha (SC),61-75,222,Duplicate enrolment,113,109,-1.8
Sonbarsha (SC),75+,42,Duplicate enrolment,11,31,47.62
Sonbarsha (SC),18-29,"3,773",Permanently shifted,"1,196","2,577",36.6
Sonbarsha (SC),30-44,"6,905",Permanently shifted,"2,504","4,401",27.47
Sonbarsha (SC),45-60,"3,466",Permanently shifted,"1,627","1,839",6.12
Sonbarsha (SC),61-75,"1,018",Permanently shifted,517,501,-1.57
Sonbarsha (SC),75+,222,Permanently shifted,99,123,10.81
Sonbarsha (SC),18-29,"1,539",Untraceable,667,872,13.32
Sonbarsha (SC),30-44,"2,618",Untraceable,"1,211","1,407",7.49
Sonbarsha (SC),45-60,"1,236",Untraceable,645,591,-4.37
Sonbarsha (SC),61-75,370,Untraceable,176,194,4.86
Sonbarsha (SC),75+,119,Untraceable,50,69,15.97
Saharsa,18-29,263,Deceased,133,130,-1.14
Saharsa,30-44,"1,376",Deceased,714,662,-3.78
Saharsa,45-60,"2,070",Deceased,"1,047","1,023",-1.16
Saharsa,61-75,"2,756",Deceased,"1,393","1,363",-1.09
Saharsa,75+,"1,522",Deceased,717,805,5.78
Saharsa,18-29,970,Duplicate enrolment,506,464,-4.33
Saharsa,30-44,"1,279",Duplicate enrolment,654,625,-2.27
Saharsa,45-60,387,Duplicate enrolment,206,181,-6.46
Saharsa,61-75,154,Duplicate enrolment,70,84,9.09
Saharsa,75+,28,Duplicate enrolment,10,18,28.57
Saharsa,18-29,"2,199",Permanently shifted,713,"1,486",35.15
Saharsa,30-44,"5,671",Permanently shifted,"2,305","3,366",18.71
Saharsa,45-60,"2,278",Permanently shifted,"1,234","1,044",-8.34
Saharsa,61-75,678,Permanently shifted,356,322,-5.01
Saharsa,75+,177,Permanently shifted,91,86,-2.82
Saharsa,18-29,963,Untraceable,479,484,0.52
Saharsa,30-44,"2,273",Untraceable,"1,132","1,141",0.4
Saharsa,45-60,862,Untraceable,472,390,-9.51
Saharsa,61-75,309,Untraceable,142,167,8.09
Saharsa,75+,103,Untraceable,45,58,12.62
Simri Bakhtiarpur,18-29,279,Deceased,123,156,11.83
Simri Bakhtiarpur,30-44,"1,474",Deceased,750,724,-1.76
Simri Bakhtiarpur,45-60,"2,260",Deceased,"1,123","1,137",0.62
Simri Bakhtiarpur,61-75,"3,147",Deceased,"1,505","1,642",4.35
Simri Bakhtiarpur,75+,"1,608",Deceased,694,914,13.68
Simri Bakhtiarpur,18-29,"1,386",Duplicate enrolment,725,661,-4.62
Simri Bakhtiarpur,30-44,"2,138",Duplicate enrolment,"1,135","1,003",-6.17
Simri Bakhtiarpur,45-60,604,Duplicate enrolment,295,309,2.32
Simri Bakhtiarpur,61-75,220,Duplicate enrolment,101,119,8.18
Simri Bakhtiarpur,75+,38,Duplicate enrolment,14,24,26.32
Simri Bakhtiarpur,18-29,"3,736",Permanently shifted,"1,169","2,567",37.42
Simri Bakhtiarpur,30-44,"7,914",Permanently shifted,"3,020","4,894",23.68
Simri Bakhtiarpur,45-60,"3,024",Permanently shifted,"1,517","1,507",-0.33
Simri Bakhtiarpur,61-75,832,Permanently shifted,398,434,4.33
Simri Bakhtiarpur,75+,185,Permanently shifted,72,113,22.16
Simri Bakhtiarpur,18-29,"1,587",Untraceable,670,917,15.56
Simri Bakhtiarpur,30-44,"2,472",Untraceable,"1,105","1,367",10.6
Simri Bakhtiarpur,45-60,871,Untraceable,452,419,-3.79
Simri Bakhtiarpur,61-75,280,Untraceable,125,155,10.71
Simri Bakhtiarpur,75+,70,Untraceable,30,40,14.29
Mahishi,18-29,254,Deceased,127,127,0
Mahishi,30-44,"1,330",Deceased,688,642,-3.46
Mahishi,45-60,"2,157",Deceased,"1,030","1,127",4.5
Mahishi,61-75,"2,825",Deceased,"1,349","1,476",4.5
Mahishi,75+,"1,952",Deceased,808,"1,144",17.21
Mahishi,18-29,"1,079",Duplicate enrolment,545,534,-1.02
Mahishi,30-44,"1,797",Duplicate enrolment,879,918,2.17
Mahishi,45-60,597,Duplicate enrolment,289,308,3.18
Mahishi,61-75,204,Duplicate enrolment,98,106,3.92
Mahishi,75+,60,Duplicate enrolment,26,34,13.33
Mahishi,18-29,"3,985",Permanently shifted,"1,300","2,685",34.76
Mahishi,30-44,"8,802",Permanently shifted,"3,111","5,691",29.31
Mahishi,45-60,"3,513",Permanently shifted,"1,598","1,915",9.02
Mahishi,61-75,"1,057",Permanently shifted,504,553,4.64
Mahishi,75+,334,Permanently shifted,155,179,7.19
Mahishi,18-29,"1,505",Untraceable,660,845,12.29
Mahishi,30-44,"2,892",Untraceable,"1,328","1,564",8.16
Mahishi,45-60,"1,153",Untraceable,577,576,-0.09
Mahishi,61-75,403,Untraceable,179,224,11.17
Mahishi,75+,151,Untraceable,63,88,16.56
Kusheshwar Asthan (SC),18-29,223,Deceased,89,134,20.18
Kusheshwar Asthan (SC),30-44,712,Deceased,334,378,6.18
Kusheshwar Asthan (SC),45-60,"1,118",Deceased,516,602,7.69
Kusheshwar Asthan (SC),61-75,"1,712",Deceased,724,988,15.42
Kusheshwar Asthan (SC),75+,"1,125",Deceased,422,703,24.98
Kusheshwar Asthan (SC),18-29,"1,024",Duplicate enrolment,450,574,12.11
Kusheshwar Asthan (SC),30-44,"1,266",Duplicate enrolment,599,667,5.37
Kusheshwar Asthan (SC),45-60,396,Duplicate enrolment,168,228,15.15
Kusheshwar Asthan (SC),61-75,149,Duplicate enrolment,62,87,16.78
Kusheshwar Asthan (SC),75+,18,Duplicate enrolment,5,13,44.44
Kusheshwar Asthan (SC),18-29,"2,256",Permanently shifted,592,"1,664",47.52
Kusheshwar Asthan (SC),30-44,"3,843",Permanently shifted,"1,516","2,327",21.1
Kusheshwar Asthan (SC),45-60,"2,504",Permanently shifted,"1,196","1,308",4.47
Kusheshwar Asthan (SC),61-75,846,Permanently shifted,405,441,4.26
Kusheshwar Asthan (SC),75+,187,Permanently shifted,80,107,14.44
Kusheshwar Asthan (SC),18-29,657,Untraceable,253,404,22.98
Kusheshwar Asthan (SC),30-44,"1,126",Untraceable,512,614,9.06
Kusheshwar Asthan (SC),45-60,717,Untraceable,346,371,3.49
Kusheshwar Asthan (SC),61-75,213,Untraceable,92,121,13.62
Kusheshwar Asthan (SC),75+,64,Untraceable,25,39,21.88
Gaura Bauram,18-29,223,Deceased,103,120,7.62
Gaura Bauram,30-44,578,Deceased,271,307,6.23
Gaura Bauram,45-60,"1,122",Deceased,531,591,5.35
Gaura Bauram,61-75,"1,832",Deceased,815,"1,017",11.03
Gaura Bauram,75+,"1,112",Deceased,460,652,17.27
Gaura Bauram,18-29,"1,027",Duplicate enrolment,462,565,10.03
Gaura Bauram,30-44,"1,105",Duplicate enrolment,527,578,4.62
Gaura Bauram,45-60,489,Duplicate enrolment,208,281,14.93
Gaura Bauram,61-75,162,Duplicate enrolment,64,98,20.99
Gaura Bauram,75+,25,Duplicate enrolment,14,11,-12
Gaura Bauram,18-29,"2,135",Permanently shifted,562,"1,573",47.35
Gaura Bauram,30-44,"3,504",Permanently shifted,"1,196","2,308",31.74
Gaura Bauram,45-60,"2,365",Permanently shifted,"1,043","1,322",11.8
Gaura Bauram,61-75,729,Permanently shifted,369,360,-1.23
Gaura Bauram,75+,153,Permanently shifted,65,88,15.03
Gaura Bauram,18-29,640,Untraceable,236,404,26.25
Gaura Bauram,30-44,939,Untraceable,393,546,16.29
Gaura Bauram,45-60,675,Untraceable,346,329,-2.52
Gaura Bauram,61-75,188,Untraceable,96,92,-2.13
Gaura Bauram,75+,43,Untraceable,13,30,39.53
Benipur,18-29,197,Deceased,81,116,17.77
Benipur,30-44,687,Deceased,331,356,3.64
Benipur,45-60,"1,336",Deceased,615,721,7.93
Benipur,61-75,"2,225",Deceased,909,"1,316",18.29
Benipur,75+,"1,605",Deceased,590,"1,015",26.48
Benipur,18-29,716,Duplicate enrolment,267,449,25.42
Benipur,30-44,796,Duplicate enrolment,392,404,1.51
Benipur,45-60,271,Duplicate enrolment,114,157,15.87
Benipur,61-75,82,Duplicate enrolment,33,49,19.51
Benipur,75+,18,Duplicate enrolment,5,13,44.44
Benipur,18-29,"1,611",Permanently shifted,381,"1,230",52.7
Benipur,30-44,"2,741",Permanently shifted,972,"1,769",29.08
Benipur,45-60,"1,804",Permanently shifted,916,888,-1.55
Benipur,61-75,491,Permanently shifted,245,246,0.2
Benipur,75+,120,Permanently shifted,51,69,15
Benipur,18-29,833,Untraceable,288,545,30.85
Benipur,30-44,"1,390",Untraceable,616,774,11.37
Benipur,45-60,927,Untraceable,452,475,2.48
Benipur,61-75,270,Untraceable,121,149,10.37
Benipur,75+,79,Untraceable,33,46,16.46
Alinagar,18-29,214,Deceased,89,125,16.82
Alinagar,30-44,654,Deceased,327,327,0
Alinagar,45-60,"1,186",Deceased,575,611,3.04
Alinagar,61-75,"1,744",Deceased,808,936,7.34
Alinagar,75+,"1,224",Deceased,542,682,11.44
Alinagar,18-29,623,Duplicate enrolment,268,355,13.96
Alinagar,30-44,706,Duplicate enrolment,347,359,1.7
Alinagar,45-60,269,Duplicate enrolment,116,153,13.75
Alinagar,61-75,85,Duplicate enrolment,40,45,5.88
Alinagar,75+,8,Duplicate enrolment,2,6,50
Alinagar,18-29,"1,478",Permanently shifted,345,"1,133",53.32
Alinagar,30-44,"2,269",Permanently shifted,763,"1,506",32.75
Alinagar,45-60,"1,544",Permanently shifted,739,805,4.27
Alinagar,61-75,476,Permanently shifted,217,259,8.82
Alinagar,75+,102,Permanently shifted,39,63,23.53
Alinagar,18-29,427,Untraceable,162,265,24.12
Alinagar,30-44,732,Untraceable,343,389,6.28
Alinagar,45-60,600,Untraceable,297,303,1
Alinagar,61-75,196,Untraceable,93,103,5.1
Alinagar,75+,42,Untraceable,24,18,-14.29
Darbhanga Rural,18-29,256,Deceased,122,134,4.69
Darbhanga Rural,30-44,"1,060",Deceased,579,481,-9.25
Darbhanga Rural,45-60,"2,194",Deceased,"1,144","1,050",-4.28
Darbhanga Rural,61-75,"3,734",Deceased,"1,786","1,948",4.34
Darbhanga Rural,75+,"2,161",Deceased,906,"1,255",16.15
Darbhanga Rural,18-29,878,Duplicate enrolment,396,482,9.79
Darbhanga Rural,30-44,"1,139",Duplicate enrolment,608,531,-6.76
Darbhanga Rural,45-60,436,Duplicate enrolment,201,235,7.8
Darbhanga Rural,61-75,137,Duplicate enrolment,51,86,25.55
Darbhanga Rural,75+,26,Duplicate enrolment,7,19,46.15
Darbhanga Rural,18-29,"2,386",Permanently shifted,689,"1,697",42.25
Darbhanga Rural,30-44,"3,819",Permanently shifted,"1,429","2,390",25.16
Darbhanga Rural,45-60,"2,730",Permanently shifted,"1,286","1,444",5.79
Darbhanga Rural,61-75,911,Permanently shifted,456,455,-0.11
Darbhanga Rural,75+,177,Permanently shifted,79,98,10.73
Darbhanga Rural,18-29,964,Untraceable,343,621,28.84
Darbhanga Rural,30-44,"1,575",Untraceable,706,869,10.35
Darbhanga Rural,45-60,"1,121",Untraceable,520,601,7.23
Darbhanga Rural,61-75,438,Untraceable,217,221,0.91
Darbhanga Rural,75+,109,Untraceable,41,68,24.77
Darbhanga,18-29,91,Deceased,49,42,-7.69
Darbhanga,30-44,544,Deceased,328,216,-20.59
Darbhanga,45-60,"1,314",Deceased,782,532,-19.03
Darbhanga,61-75,"2,410",Deceased,"1,292","1,118",-7.22
Darbhanga,75+,"1,779",Deceased,919,860,-3.32
Darbhanga,18-29,375,Duplicate enrolment,193,182,-2.93
Darbhanga,30-44,383,Duplicate enrolment,208,175,-8.62
Darbhanga,45-60,200,Duplicate enrolment,107,93,-7
Darbhanga,61-75,79,Duplicate enrolment,46,33,-16.46
Darbhanga,75+,10,Duplicate enrolment,6,4,-20
Darbhanga,18-29,782,Permanently shifted,216,566,44.76
Darbhanga,30-44,"2,060",Permanently shifted,710,"1,350",31.07
Darbhanga,45-60,"1,478",Permanently shifted,765,713,-3.52
Darbhanga,61-75,609,Permanently shifted,324,285,-6.4
Darbhanga,75+,138,Permanently shifted,77,61,-11.59
Darbhanga,18-29,25,Untraceable,11,14,12
Darbhanga,30-44,57,Untraceable,25,32,12.28
Darbhanga,45-60,62,Untraceable,29,33,6.45
Darbhanga,61-75,25,Untraceable,15,10,-20
Darbhanga,75+,7,Untraceable,4,3,-14.29
Hayaghat,18-29,111,Deceased,40,71,27.93
Hayaghat,30-44,466,Deceased,222,244,4.72
Hayaghat,45-60,884,Deceased,412,472,6.79
Hayaghat,61-75,"1,422",Deceased,674,748,5.2
Hayaghat,75+,841,Deceased,330,511,21.52
Hayaghat,18-29,581,Duplicate enrolment,214,367,26.33
Hayaghat,30-44,558,Duplicate enrolment,268,290,3.94
Hayaghat,45-60,221,Duplicate enrolment,96,125,13.12
Hayaghat,61-75,65,Duplicate enrolment,21,44,35.38
Hayaghat,75+,9,Duplicate enrolment,7,2,-55.56
Hayaghat,18-29,"1,363",Permanently shifted,296,"1,067",56.57
Hayaghat,30-44,"2,467",Permanently shifted,941,"1,526",23.71
Hayaghat,45-60,"1,843",Permanently shifted,894,949,2.98
Hayaghat,61-75,583,Permanently shifted,287,296,1.54
Hayaghat,75+,93,Permanently shifted,40,53,13.98
Hayaghat,18-29,357,Untraceable,144,213,19.33
Hayaghat,30-44,821,Untraceable,381,440,7.19
Hayaghat,45-60,572,Untraceable,288,284,-0.7
Hayaghat,61-75,233,Untraceable,111,122,4.72
Hayaghat,75+,50,Untraceable,21,29,16
Bahadurpur,18-29,251,Deceased,136,115,-8.37
Bahadurpur,30-44,881,Deceased,488,393,-10.78
Bahadurpur,45-60,"1,586",Deceased,851,735,-7.31
Bahadurpur,61-75,"2,569",Deceased,"1,244","1,325",3.15
Bahadurpur,75+,"1,711",Deceased,747,964,12.68
Bahadurpur,18-29,"1,361",Duplicate enrolment,626,735,8.01
Bahadurpur,30-44,"1,490",Duplicate enrolment,761,729,-2.15
Bahadurpur,45-60,523,Duplicate enrolment,249,274,4.78
Bahadurpur,61-75,165,Duplicate enrolment,80,85,3.03
Bahadurpur,75+,41,Duplicate enrolment,16,25,21.95
Bahadurpur,18-29,"3,546",Permanently shifted,"1,000","2,546",43.6
Bahadurpur,30-44,"5,828",Permanently shifted,"2,271","3,557",22.07
Bahadurpur,45-60,"4,151",Permanently shifted,"2,152","1,999",-3.69
Bahadurpur,61-75,"1,326",Permanently shifted,670,656,-1.06
Bahadurpur,75+,265,Permanently shifted,105,160,20.75
Bahadurpur,18-29,944,Untraceable,386,558,18.22
Bahadurpur,30-44,"1,349",Untraceable,638,711,5.41
Bahadurpur,45-60,960,Untraceable,518,442,-7.92
Bahadurpur,61-75,346,Untraceable,166,180,4.05
Bahadurpur,75+,95,Untraceable,39,56,17.89
Keoti,18-29,242,Deceased,119,123,1.65
Keoti,30-44,949,Deceased,486,463,-2.42
Keoti,45-60,"1,731",Deceased,845,886,2.37
Keoti,61-75,"2,670",Deceased,"1,209","1,461",9.44
Keoti,75+,"1,834",Deceased,635,"1,199",30.75
Keoti,18-29,981,Duplicate enrolment,421,560,14.17
Keoti,30-44,"1,204",Duplicate enrolment,613,591,-1.83
Keoti,45-60,434,Duplicate enrolment,187,247,13.82
Keoti,61-75,118,Duplicate enrolment,51,67,13.56
Keoti,75+,19,Duplicate enrolment,3,16,68.42
Keoti,18-29,"2,105",Permanently shifted,416,"1,689",60.48
Keoti,30-44,"3,687",Permanently shifted,"1,305","2,382",29.21
Keoti,45-60,"2,662",Permanently shifted,"1,235","1,427",7.21
Keoti,61-75,862,Permanently shifted,414,448,3.94
Keoti,75+,181,Permanently shifted,85,96,6.08
Keoti,18-29,681,Untraceable,233,448,31.57
Keoti,30-44,"1,355",Untraceable,599,756,11.59
Keoti,45-60,921,Untraceable,462,459,-0.33
Keoti,61-75,290,Untraceable,124,166,14.48
Keoti,75+,65,Untraceable,20,45,38.46
Jale,18-29,272,Deceased,125,147,8.09
Jale,30-44,980,Deceased,492,488,-0.41
Jale,45-60,"1,868",Deceased,991,877,-6.1
Jale,61-75,"3,214",Deceased,"1,554","1,660",3.3
Jale,75+,"1,989",Deceased,955,"1,034",3.97
Jale,18-29,"1,073",Duplicate enrolment,538,535,-0.28
Jale,30-44,"1,427",Duplicate enrolment,764,663,-7.08
Jale,45-60,574,Duplicate enrolment,288,286,-0.35
Jale,61-75,170,Duplicate enrolment,81,89,4.71
Jale,75+,44,Duplicate enrolment,15,29,31.82
Jale,18-29,"2,669",Permanently shifted,610,"2,059",54.29
Jale,30-44,"4,494",Permanently shifted,"1,651","2,843",26.52
Jale,45-60,"3,229",Permanently shifted,"1,526","1,703",5.48
Jale,61-75,"1,050",Permanently shifted,509,541,3.05
Jale,75+,231,Permanently shifted,107,124,7.36
Jale,18-29,769,Untraceable,309,460,19.64
Jale,30-44,"1,290",Untraceable,600,690,6.98
Jale,45-60,869,Untraceable,432,437,0.58
Jale,61-75,332,Untraceable,153,179,7.83
Jale,75+,95,Untraceable,42,53,11.58
Gaighat,18-29,382,Deceased,200,182,-4.71
Gaighat,30-44,"1,996",Deceased,"1,045",951,-4.71
Gaighat,45-60,"2,952",Deceased,"1,490","1,462",-0.95
Gaighat,61-75,"4,254",Deceased,"2,167","2,087",-1.88
Gaighat,75+,"3,111",Deceased,"1,545","1,566",0.68
Gaighat,18-29,"1,110",Duplicate enrolment,558,552,-0.54
Gaighat,30-44,"1,666",Duplicate enrolment,870,796,-4.44
Gaighat,45-60,421,Duplicate enrolment,204,217,3.09
Gaighat,61-75,168,Duplicate enrolment,80,88,4.76
Gaighat,75+,39,Duplicate enrolment,17,22,12.82
Gaighat,18-29,"2,265",Permanently shifted,576,"1,689",49.14
Gaighat,30-44,"4,273",Permanently shifted,"1,624","2,649",23.99
Gaighat,45-60,"1,851",Permanently shifted,957,894,-3.4
Gaighat,61-75,573,Permanently shifted,295,278,-2.97
Gaighat,75+,153,Permanently shifted,74,79,3.27
Gaighat,18-29,567,Untraceable,223,344,21.34
Gaighat,30-44,"1,434",Untraceable,729,705,-1.67
Gaighat,45-60,660,Untraceable,345,315,-4.55
Gaighat,61-75,233,Untraceable,119,114,-2.15
Gaighat,75+,46,Untraceable,21,25,8.7
Aurai,18-29,353,Deceased,174,179,1.42
Aurai,30-44,"1,815",Deceased,928,887,-2.26
Aurai,45-60,"2,961",Deceased,"1,414","1,547",4.49
Aurai,61-75,"4,196",Deceased,"2,037","2,159",2.91
Aurai,75+,"2,786",Deceased,"1,256","1,530",9.83
Aurai,18-29,"1,430",Duplicate enrolment,642,788,10.21
Aurai,30-44,"1,808",Duplicate enrolment,946,862,-4.65
Aurai,45-60,525,Duplicate enrolment,237,288,9.71
Aurai,61-75,138,Duplicate enrolment,60,78,13.04
Aurai,75+,34,Duplicate enrolment,6,28,64.71
Aurai,18-29,"2,466",Permanently shifted,751,"1,715",39.09
Aurai,30-44,"4,427",Permanently shifted,"1,865","2,562",15.74
Aurai,45-60,"1,919",Permanently shifted,935,984,2.55
Aurai,61-75,563,Permanently shifted,278,285,1.24
Aurai,75+,159,Permanently shifted,71,88,10.69
Aurai,18-29,"1,419",Untraceable,574,845,19.1
Aurai,30-44,"2,408",Untraceable,"1,161","1,247",3.57
Aurai,45-60,"1,085",Untraceable,527,558,2.86
Aurai,61-75,315,Untraceable,149,166,5.4
Aurai,75+,99,Untraceable,38,61,23.23
Minapur,18-29,268,Deceased,139,129,-3.73
Minapur,30-44,"1,113",Deceased,632,481,-13.57
Minapur,45-60,"1,737",Deceased,824,913,5.12
Minapur,61-75,"2,424",Deceased,"1,179","1,245",2.72
Minapur,75+,"1,608",Deceased,729,879,9.33
Minapur,18-29,729,Duplicate enrolment,371,358,-1.78
Minapur,30-44,"1,078",Duplicate enrolment,545,533,-1.11
Minapur,45-60,321,Duplicate enrolment,135,186,15.89
Minapur,61-75,100,Duplicate enrolment,51,49,-2
Minapur,75+,25,Duplicate enrolment,11,14,12
Minapur,18-29,"2,643",Permanently shifted,978,"1,665",25.99
Minapur,30-44,"3,102",Permanently shifted,"1,300","1,802",16.18
Minapur,45-60,"1,326",Permanently shifted,651,675,1.81
Minapur,61-75,367,Permanently shifted,180,187,1.91
Minapur,75+,83,Permanently shifted,38,45,8.43
Minapur,18-29,797,Untraceable,334,463,16.19
Minapur,30-44,"1,480",Untraceable,670,810,9.46
Minapur,45-60,609,Untraceable,286,323,6.08
Minapur,61-75,211,Untraceable,99,112,6.16
Minapur,75+,63,Untraceable,25,38,20.63
Bochaha (SC),18-29,253,Deceased,140,113,-10.67
Bochaha (SC),30-44,"1,251",Deceased,737,514,-17.83
Bochaha (SC),45-60,"2,037",Deceased,"1,005","1,032",1.33
Bochaha (SC),61-75,"3,193",Deceased,"1,617","1,576",-1.28
Bochaha (SC),75+,"1,806",Deceased,894,912,1
Bochaha (SC),18-29,546,Duplicate enrolment,273,273,0
Bochaha (SC),30-44,"1,026",Duplicate enrolment,539,487,-5.07
Bochaha (SC),45-60,285,Duplicate enrolment,134,151,5.96
Bochaha (SC),61-75,97,Duplicate enrolment,45,52,7.22
Bochaha (SC),75+,26,Duplicate enrolment,13,13,0
Bochaha (SC),18-29,"1,810",Permanently shifted,532,"1,278",41.22
Bochaha (SC),30-44,"4,029",Permanently shifted,"1,661","2,368",17.55
Bochaha (SC),45-60,"1,903",Permanently shifted,936,967,1.63
Bochaha (SC),61-75,635,Permanently shifted,329,306,-3.62
Bochaha (SC),75+,145,Permanently shifted,82,63,-13.1
Bochaha (SC),18-29,803,Untraceable,313,490,22.04
Bochaha (SC),30-44,"1,958",Untraceable,920,"1,038",6.03
Bochaha (SC),45-60,871,Untraceable,462,409,-6.08
Bochaha (SC),61-75,354,Untraceable,164,190,7.34
Bochaha (SC),75+,104,Untraceable,40,64,23.08
Sakra (SC),18-29,167,Deceased,84,83,-0.6
Sakra (SC),30-44,951,Deceased,520,431,-9.36
Sakra (SC),45-60,"1,733",Deceased,883,850,-1.9
Sakra (SC),61-75,"2,440",Deceased,"1,153","1,287",5.49
Sakra (SC),75+,"1,475",Deceased,688,787,6.71
Sakra (SC),18-29,546,Duplicate enrolment,251,295,8.06
Sakra (SC),30-44,537,Duplicate enrolment,256,281,4.66
Sakra (SC),45-60,128,Duplicate enrolment,62,66,3.13
Sakra (SC),61-75,42,Duplicate enrolment,21,21,0
Sakra (SC),75+,8,Duplicate enrolment,3,5,25
